IDADE,RENDA_ANUAL,MORADIA,TEMPO_DE_SERVICO,MOTIVO_EMPRESTIMO,SCORE_CREDITO,VALOR_EMPRESTIMO,TAXA_DE_JUROS,SITUACAO_INADIMPLENCIA,COMPROMETIMENTO_DA_RENDA,HISTORICO_DE_INADIMPLENCIA,HISTORICO_DE_CREDITO,CADASTRO_COMPLETO,OBSERVACOES
43,267000,hipoteca,14,quitacao_debitos,B,21000,12.69,0,0.08,n,13,sim,
23,90000,hipoteca,1,educacao,A,4000,5.42,0,0.04,n,3,sim,
27,86000,hipoteca,12,educacao,A,23000,6.17,1,0.27,n,7,sim,
39,101000,hipoteca,17,educacao,C,2500,13.47,0,0.02,s,17,sim,
22,120000,hipoteca,NULL,educacao,A,6000,8.9,0,0.05,n,3,não,
21,24300,propria,3,saude,B,4500,11.83,0,0.19,n,4,sim,
33,41196,propria,0,empreendimento,C,3300,12.99,0,0.08,n,7,sim,
25,125000,hipoteca,3,empreendimento,A,10000,5.99,0,0.08,n,3,sim,
51,50000,alugada,9,quitacao_debitos,B,12000,10.37,0,0.24,n,25,sim,
21,18000,alugada,2,reforma,C,5800,14.72,1,0.32,s,2,sim,
23,91000,hipoteca,7,uso_pessoal,D,1500,14.54,0,0.02,s,4,sim,
22,50000,alugada,6,quitacao_debitos,A,5000,5.42,0,0.1,n,3,sim,
24,42000,hipoteca,4,empreendimento,B,1200,11.49,0,0.03,n,3,sim,
30,120000,hipoteca,15,saude,B,8275,9.01,0,0.07,n,8,sim,
29,71000,alugada,1,reforma,C,12000,13.16,0,0.17,s,5,sim,
22,40000,hipoteca,5,quitacao_debitos,C,12000,13.49,0,0.3,n,2,sim,
35,40000,propria,5,empreendimento,A,8000,7.66,0,0.2,n,6,sim,
22,30000,hipoteca,6,educacao,C,13750,14.22,0,0.46,n,4,sim,
25,30000,alugada,9,quitacao_debitos,A,10625,6.99,1,0.35,n,4,sim,
24,21000,alugada,0,quitacao_debitos,A,5000,8.63,0,0.24,n,2,sim,
32,45489,hipoteca,13,uso_pessoal,C,18250,12.73,0,0.4,s,5,sim,
37,108000,alugada,16,educacao,B,8000,10.46,1,0.07,n,14,sim,
35,72000,hipoteca,3,reforma,A,12800,6.62,0,0.18,n,5,sim,
31,65000,hipoteca,6,empreendimento,A,12000,7.49,0,0.18,n,6,sim,
34,70000,hipoteca,13,quitacao_debitos,A,20000,6.54,0,0.29,n,6,sim,
35,88000,hipoteca,4,uso_pessoal,D,10000,14.11,1,0.11,s,6,sim,
25,75000,hipoteca,5,reforma,A,3000,7.51,0,0.04,n,4,sim,
29,78000,propria,13,empreendimento,A,14400,NULL,0,0.18,n,7,não,
21,40000,propria,6,empreendimento,B,5600,10.25,0,0.14,n,3,sim,
28,92000,hipoteca,5,empreendimento,A,6000,6.76,0,0.07,n,9,sim,
23,48500,hipoteca,1,empreendimento,,15000,12.68,0,0.21,,12,não,"Cálculo do comprometimento da renda diferente do apontado; Histórico de crédito incompatível com a idade;"
NULL,35368,alugada,0,quitacao_debitos,C,NULL,14.61,0,0.14,s,4,não,
23,60000,hipoteca,0,saude,B,15000,10.37,0,0.25,n,4,sim,
29,170000,hipoteca,7,uso_pessoal,C,35000,12.99,0,0.21,s,5,sim,
22,71760,alugada,6,educacao,A,15500,7.88,0,0.22,n,2,sim,
32,96000,hipoteca,9,empreendimento,A,7000,6.62,0,0.07,n,6,sim,
40,73100,alugada,0,saude,D,20000,14.54,1,0.23,s,11,sim,"Cálculo do comprometimento da renda diferente do apontado; "
22,28800,alugada,3,saude,A,2000,8.49,0,0.07,n,2,sim,
36,23004,propria,0,empreendimento,B,12000,11.48,0,0.52,n,11,sim,
35,60350,hipoteca,15,saude,E,25000,16.82,1,0.35,n,5,sim,"Cálculo do comprometimento da renda diferente do apontado; "
29,53000,alugada,0,uso_pessoal,A,5000,5.42,0,0.09,n,5,sim,
39,25140,alugada,8,quitacao_debitos,C,1500,14.22,1,0.06,s,13,sim,
24,7000,alugada,2,saude,C,1000,NULL,0,0.14,n,2,não,
22,41000,hipoteca,2,educacao,B,3000,12.18,0,0.07,n,4,sim,
25,51000,alugada,0,saude,C,9600,NULL,0,0.19,s,2,não,
31,74400,hipoteca,11,empreendimento,A,13000,7.88,0,0.17,n,10,sim,
22,24000,alugada,3,uso_pessoal,,2500,NULL,0,0.1,n,2,não,
22,44700,alugada,0,educacao,C,4000,13.99,0,0.09,n,3,sim,
24,72000,hipoteca,4,saude,B,5000,9.25,0,0.07,n,2,sim,
31,76500,alugada,1,educacao,B,14000,11.49,0,0.18,n,10,sim,
26,40800,alugada,2,uso_pessoal,A,12000,NULL,0,0.29,n,2,não,
21,46500,hipoteca,5,educacao,D,1300,14.96,0,0.03,n,2,sim,
23,74415,alugada,1,uso_pessoal,D,6350,12.92,1,0.09,s,3,sim,
29,130000,hipoteca,5,educacao,A,24800,7.49,0,0.19,n,10,sim,
31,55000,hipoteca,0,empreendimento,A,4500,7.14,0,0.08,n,6,sim,
26,70000,alugada,8,educacao,C,8000,15.96,0,0.11,s,3,sim,
25,99996,hipoteca,3,empreendimento,A,8000,8,0,0.08,n,2,sim,
42,70000,hipoteca,3,saude,B,2825,9.64,0,0.04,n,17,sim,
32,70000,alugada,0,educacao,B,6000,9.99,0,0.09,n,8,sim,
30,34000,alugada,1,reforma,C,7500,NULL,1,0.22,s,8,não,
21,64500,hipoteca,2,educacao,B,15000,11.83,0,0.23,n,2,sim,
30,32000,alugada,NULL,empreendimento,,10000,15.45,1,0.2,n,8,não,"Cálculo do comprometimento da renda diferente do apontado; "
34,55000,hipoteca,4,educacao,C,7000,13.49,0,0.13,s,10,sim,
30,39600,hipoteca,11,educacao,A,15000,7.49,1,0.38,n,5,sim,
24,75000,hipoteca,5,reforma,A,12000,5.99,0,0.16,n,4,sim,
26,42000,alugada,3,uso_pessoal,B,3500,10.74,0,0.08,n,4,sim,
36,52000,alugada,2,educacao,C,7000,13.85,1,0.13,s,14,sim,
23,80004,alugada,0,uso_pessoal,A,2000,NULL,0,0.02,n,3,não,
31,48000,alugada,0,saude,C,4000,13.85,0,0.08,s,6,sim,
26,82000,hipoteca,1,empreendimento,C,5000,13.47,0,0.06,s,2,sim,
26,40720,hipoteca,4,uso_pessoal,C,10000,13.48,0,0.25,s,3,sim,
22,70000,hipoteca,5,quitacao_debitos,B,21000,8.88,0,0.3,n,3,sim,
32,30000,hipoteca,2,educacao,D,6000,15.31,0,0.2,s,8,sim,
21,31544,hipoteca,NULL,saude,A,2200,7.9,0,0.07,n,2,não,
25,84000,alugada,4,educacao,B,6500,11.89,0,0.08,n,4,sim,
22,38790,alugada,0,educacao,C,4800,13.8,0,0.12,s,3,sim,
33,72000,alugada,9,uso_pessoal,B,9000,11.14,0,0.13,n,5,sim,
32,80000,alugada,4,reforma,A,14000,5.42,0,0.17,n,9,sim,"Cálculo do comprometimento da renda diferente do apontado; "
24,51500,alugada,6,quitacao_debitos,B,20000,12.21,1,0.39,n,4,sim,
29,50000,hipoteca,13,saude,B,13650,10.99,0,0.27,n,9,sim,
24,45996,alugada,2,empreendimento,C,10800,13.16,0,0.23,n,4,sim,
28,105000,alugada,5,quitacao_debitos,C,5500,15.23,0,0.05,n,7,sim,
23,71004,alugada,8,educacao,D,20000,14.09,0,0.28,n,3,sim,
27,55000,hipoteca,0,quitacao_debitos,A,11000,5.42,0,0.2,n,9,sim,
33,25200,alugada,1,empreendimento,A,13250,7.66,1,0.53,n,6,sim,
30,60000,alugada,0,uso_pessoal,B,12000,11.71,0,0.2,n,9,sim,
27,41500,propria,11,empreendimento,A,4500,7.49,0,0.11,n,5,sim,
29,49000,alugada,3,uso_pessoal,C,6000,13.99,1,0.12,n,6,sim,
23,95000,alugada,7,quitacao_debitos,D,6000,16.49,1,0.06,n,4,sim,
22,57500,alugada,1,empreendimento,B,9100,11.49,0,0.16,n,3,sim,
36,280000,alugada,3,quitacao_debitos,,NULL,17.56,1,0.26,n,8,não,
22,20000,alugada,1,educacao,B,4000,11.89,0,0.2,n,3,sim,
23,24996,propria,1,uso_pessoal,D,4575,NULL,0,0.18,s,2,não,
26,132000,hipoteca,10,saude,B,11200,10.99,0,0.08,n,4,sim,
33,61000,alugada,0,educacao,B,6000,10.39,0,0.1,n,7,sim,
NULL,NULL,alugada,5,saude,C,10750,7.88,0,0.32,n,2,não,
32,202000,hipoteca,7,uso_pessoal,B,28000,10.59,0,0.14,n,7,sim,
22,34000,alugada,0,saude,D,10000,15.28,1,0.29,s,3,sim,
26,26400,alugada,6,uso_pessoal,B,6000,10.65,0,0.23,n,2,sim,
24,70000,outro,4,uso_pessoal,A,9000,9.63,0,0.13,n,2,sim,
23,100000,alugada,1,educacao,C,12000,13.57,0,0.12,s,2,sim,
26,51600,propria,10,,B,14000,NULL,0,0.15,n,10,não,"Cálculo do comprometimento da renda diferente do apontado; "
25,60000,alugada,8,reforma,D,5000,15.57,0,0.08,n,4,sim,
26,76000,hipoteca,10,quitacao_debitos,E,7200,16.35,1,0.09,s,2,sim,
33,90000,hipoteca,5,educacao,C,22000,11.03,0,0.24,n,5,sim,
25,135000,hipoteca,0,empreendimento,D,16000,NULL,0,0.12,s,3,não,
41,444000,hipoteca,4,educacao,D,2500,15.31,0,0.01,n,11,sim,
23,32800,propria,3,empreendimento,A,8000,7.29,0,0.24,n,3,sim,
30,30000,hipoteca,3,empreendimento,A,5000,NULL,0,0.17,n,10,não,
29,51500,alugada,2,educacao,D,3200,14.96,1,0.06,s,7,sim,
26,63400,alugada,2,uso_pessoal,D,6000,15.21,1,0.09,s,2,sim,
33,60000,alugada,3,uso_pessoal,A,9000,8.49,0,0.15,n,5,sim,
25,120000,hipoteca,9,uso_pessoal,C,21000,13.49,0,0.17,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
23,36000,alugada,5,empreendimento,B,8000,NULL,0,0.22,n,2,não,
25,47000,propria,9,uso_pessoal,A,7000,7.51,0,0.15,n,4,sim,
22,60000,alugada,0,educacao,C,7200,12.87,0,0.12,s,3,sim,
36,70000,alugada,4,empreendimento,A,6000,7.29,0,0.09,n,15,sim,
23,49000,alugada,1,quitacao_debitos,F,2500,NULL,1,0.05,n,2,não,
30,180000,hipoteca,0,quitacao_debitos,A,6000,6.62,0,0.03,n,5,sim,
29,60000,alugada,1,reforma,C,9600,11.66,0,0.16,s,6,sim,
48,70000,hipoteca,2,reforma,A,21600,7.51,0,0.31,n,11,sim,
38,77000,alugada,9,empreendimento,B,18000,10.65,0,0.23,n,11,sim,
25,27500,alugada,4,saude,B,2200,12.53,0,0.08,n,4,sim,
32,90000,hipoteca,7,saude,B,3000,9.25,0,0.03,n,9,sim,
23,45000,alugada,2,empreendimento,A,6575,8,0,0.15,n,3,sim,
25,90000,hipoteca,2,saude,B,9500,11.71,0,0.11,n,4,sim,
31,636000,alugada,2,quitacao_debitos,B,17500,11.48,0,0.03,n,10,sim,
31,65000,alugada,8,educacao,B,7500,10.95,0,0.12,n,6,sim,
24,70000,hipoteca,9,quitacao_debitos,B,16000,10.62,0,0.23,n,2,sim,
22,64000,alugada,7,empreendimento,D,13000,14.11,0,0.2,n,3,sim,
22,24000,alugada,3,uso_pessoal,B,3000,NULL,0,0.13,n,4,não,
40,39960,alugada,0,educacao,C,1000,15.23,0,0.03,s,14,sim,
26,20000,hipoteca,5,saude,A,4800,5.99,0,0.24,n,3,sim,
23,51000,alugada,7,uso_pessoal,A,17000,8.49,1,0.33,n,4,sim,
27,54600,alugada,2,educacao,C,1500,13.23,0,0.03,s,8,sim,
33,86000,alugada,0,quitacao_debitos,A,4700,9.63,0,0.05,n,7,sim,
29,30000,alugada,4,empreendimento,B,7000,12.18,0,0.23,n,9,sim,
34,140000,hipoteca,17,empreendimento,D,12000,15.21,0,0.09,s,10,sim,
21,18000,propria,0,empreendimento,B,6250,10.62,1,0.35,n,4,sim,
30,72516,alugada,11,uso_pessoal,C,5000,13.85,0,0.07,s,6,sim,
27,73200,hipoteca,7,educacao,C,15000,13.22,0,0.2,n,5,sim,
21,38400,propria,0,empreendimento,C,12200,NULL,0,0.32,n,2,não,
23,29520,alugada,7,educacao,D,8500,15.37,0,0.29,s,2,sim,
28,37500,alugada,10,uso_pessoal,A,2400,7.66,0,0.06,n,5,sim,
28,77250,alugada,1,uso_pessoal,B,10000,9.2,0,0.13,n,7,sim,
32,50000,alugada,0,empreendimento,B,4675,10,0,0.09,n,7,sim,
27,90000,alugada,1,empreendimento,B,6000,11.71,0,0.07,n,8,sim,
NULL,25062,propria,4,quitacao_debitos,,24000,10.38,0,0.15,n,21,não,"Cálculo do comprometimento da renda diferente do apontado; "
45,32000,alugada,0,quitacao_debitos,B,8000,10.99,0,0.25,n,12,sim,
29,99000,hipoteca,1,uso_pessoal,B,6000,10.25,0,0.06,n,6,sim,
24,77385,alugada,6,quitacao_debitos,A,9200,6.03,0,0.12,n,3,sim,
NULL,65000,,3,reforma,D,8000,16.89,1,0.11,n,15,não,"Cálculo do comprometimento da renda diferente do apontado; "
35,110000,alugada,9,quitacao_debitos,C,25000,13.49,0,0.23,n,8,sim,
25,43200,hipoteca,NULL,educacao,C,8500,6.76,0,0.14,,20,não,"Cálculo do comprometimento da renda diferente do apontado; Histórico de crédito incompatível com a idade;"
24,62900,hipoteca,8,saude,F,14000,17.58,1,0.19,n,4,sim,"Cálculo do comprometimento da renda diferente do apontado; "
21,70000,alugada,5,uso_pessoal,A,14000,6.99,0,0.2,n,3,sim,
29,33600,alugada,3,educacao,A,4800,5.79,0,0.14,n,9,sim,
33,50000,hipoteca,7,reforma,B,10000,9.99,0,0.2,n,7,sim,
24,95000,alugada,4,uso_pessoal,A,2400,5.99,0,0.03,n,3,sim,
24,60000,hipoteca,8,uso_pessoal,C,9600,12.99,0,0.16,n,2,sim,
30,30000,hipoteca,1,empreendimento,A,10000,6.99,0,0.33,n,5,sim,
29,24000,alugada,0,saude,B,1000,9.99,0,0.04,n,7,sim,
22,30000,alugada,1,educacao,B,12000,10.99,1,0.4,n,3,sim,
25,53000,propria,4,reforma,B,7200,9.91,0,0.14,n,3,sim,
26,50004,alugada,3,empreendimento,C,15000,13.72,0,0.3,s,4,sim,
25,104000,hipoteca,4,empreendimento,C,11000,13.11,0,0.11,n,3,sim,
23,54000,hipoteca,7,educacao,B,4800,12.42,0,0.09,n,2,sim,
22,35500,alugada,6,reforma,C,10875,12.84,1,0.31,n,4,sim,
30,40000,alugada,8,quitacao_debitos,B,16000,11.48,1,0.4,n,8,sim,
31,60000,outro,2,reforma,B,15000,11.26,0,0.25,n,6,sim,
30,80000,hipoteca,4,quitacao_debitos,A,10750,6.17,0,0.13,n,5,sim,
25,48902,hipoteca,9,uso_pessoal,C,6000,15.23,1,0.12,s,3,sim,
28,92000,alugada,6,educacao,B,22000,12.69,0,0.24,n,9,sim,
35,140000,hipoteca,3,saude,B,25000,12.21,0,0.18,n,10,sim,
24,35556,propria,9,,A,4200,13.48,1,0.35,,4,não,"Cálculo do comprometimento da renda diferente do apontado; "
23,70000,alugada,4,educacao,A,10000,NULL,0,0.14,n,3,não,
24,60000,hipoteca,0,empreendimento,B,8500,10.59,0,0.14,n,3,sim,
24,190000,hipoteca,6,uso_pessoal,A,5000,5.42,0,0.03,n,2,sim,
26,150000,hipoteca,1,uso_pessoal,B,6000,10.74,0,0.04,n,2,sim,
26,42996,alugada,10,saude,B,8500,10.2,0,0.2,n,2,sim,
28,54996,hipoteca,8,educacao,B,16750,10.38,1,0.3,n,9,sim,
32,29500,hipoteca,4,quitacao_debitos,B,7000,10,1,0.24,n,9,sim,
24,43000,hipoteca,8,quitacao_debitos,D,10000,16.89,1,0.23,s,2,sim,
34,75000,hipoteca,2,quitacao_debitos,C,8400,NULL,0,0.11,s,8,não,
27,120000,hipoteca,4,reforma,D,25000,16.07,0,0.21,s,10,sim,
27,48000,alugada,8,saude,C,5250,15.27,0,0.11,s,6,sim,
29,65000,hipoteca,9,reforma,A,11500,7.51,0,0.18,n,10,sim,
29,14400,alugada,2,uso_pessoal,C,7000,12.84,1,0.49,n,5,sim,
25,57600,hipoteca,4,uso_pessoal,A,7000,7.88,0,0.12,n,3,sim,
22,60000,hipoteca,6,saude,C,9000,13.79,0,0.15,s,2,sim,
23,50000,alugada,0,educacao,A,8000,7.49,0,0.16,n,4,sim,
26,95000,hipoteca,9,educacao,D,25000,16.89,0,0.26,s,2,sim,
27,145000,alugada,11,saude,B,5000,12.69,0,0.03,n,7,sim,
46,85000,propria,1,empreendimento,A,5000,7.43,0,0.06,n,13,sim,
22,78700,alugada,6,educacao,C,14000,13.48,0,0.18,n,4,sim,
29,148410,hipoteca,5,saude,D,11200,16.89,1,0.06,s,9,sim,"Cálculo do comprometimento da renda diferente do apontado; "
26,53000,alugada,4,empreendimento,B,6800,9.91,0,0.13,n,3,sim,
27,110000,hipoteca,5,quitacao_debitos,A,15000,NULL,0,0.14,n,10,não,
26,50000,alugada,1,empreendimento,B,12000,NULL,0,0.24,n,4,não,
21,36000,alugada,3,quitacao_debitos,C,5000,12.99,0,0.14,n,4,sim,
21,53000,hipoteca,4,uso_pessoal,A,14400,7.49,1,0.27,n,2,sim,
25,50000,alugada,3,empreendimento,D,16000,17.58,1,0.32,n,4,sim,
24,52800,hipoteca,8,educacao,A,4000,7.88,0,0.08,n,4,sim,
38,35000,alugada,0,quitacao_debitos,B,5600,11.11,0,0.16,n,17,sim,
25,38599,alugada,3,saude,B,12000,10.38,1,0.31,n,4,sim,
36,61000,hipoteca,2,empreendimento,B,10000,10.25,0,0.16,n,14,sim,
27,40000,alugada,8,uso_pessoal,B,12000,10.37,0,0.3,n,9,sim,
28,47200,alugada,3,uso_pessoal,B,10000,9.99,0,0.21,n,8,sim,
28,99700,alugada,2,quitacao_debitos,C,18600,14.26,0,0.19,s,8,sim,
26,108000,hipoteca,2,saude,B,18500,12.18,0,0.17,n,2,sim,
25,53000,alugada,5,educacao,C,15000,14.27,0,0.28,s,2,sim,
24,62000,alugada,1,saude,C,1600,13.85,0,0.03,s,4,sim,
24,43200,hipoteca,3,reforma,C,16000,NULL,0,0.37,s,2,não,
25,38400,alugada,3,quitacao_debitos,B,15000,10.65,1,0.39,n,2,sim,
44,124800,alugada,1,uso_pessoal,A,10875,7.14,0,0.09,n,14,sim,
29,99780,hipoteca,14,reforma,B,6000,11.14,0,0.06,n,8,sim,
30,60000,alugada,1,quitacao_debitos,B,5000,NULL,0,0.08,n,7,não,
25,86000,hipoteca,7,quitacao_debitos,D,24000,NULL,1,0.28,s,2,não,
35,25200,alugada,2,quitacao_debitos,C,7050,12.23,0,0.28,s,7,sim,
25,60000,hipoteca,9,reforma,B,5500,10.74,0,0.09,n,2,sim,
26,46800,hipoteca,3,reforma,B,12725,12.42,0,0.27,n,2,sim,
35,85000,hipoteca,0,uso_pessoal,B,12000,10,0,0.14,n,5,sim,
39,38500,alugada,0,saude,B,3000,NULL,0,0.08,n,16,não,
27,61400,hipoteca,3,uso_pessoal,C,10000,NULL,0,0.16,s,9,não,
25,29000,alugada,3,quitacao_debitos,D,5000,15.7,1,0.17,s,3,sim,
23,52692,alugada,4,saude,C,3500,12.23,0,0.07,s,4,sim,
22,48000,alugada,7,educacao,A,5000,6.99,0,0.1,n,2,sim,
26,36000,alugada,0,uso_pessoal,B,4000,10.14,0,0.11,n,2,sim,
31,80000,hipoteca,4,reforma,B,12400,9.99,0,0.15,n,6,sim,"Cálculo do comprometimento da renda diferente do apontado; "
30,48000,alugada,1,educacao,B,7200,10.39,0,0.15,n,8,sim,
25,30900,alugada,1,empreendimento,D,4000,12.61,1,0.13,n,3,sim,
21,40000,alugada,2,educacao,C,2000,14.72,0,0.05,n,3,sim,
31,47700,alugada,2,saude,B,12000,11.99,0,0.25,n,5,sim,
30,90000,hipoteca,7,educacao,A,10000,8.63,0,0.11,n,5,sim,
24,60000,alugada,9,saude,A,6000,7.51,0,0.1,n,3,sim,
26,88000,alugada,10,empreendimento,B,10000,12.69,0,0.11,n,2,sim,
34,31704,alugada,2,empreendimento,B,3000,11.49,0,0.09,n,8,sim,
21,65000,hipoteca,5,empreendimento,A,10000,6.03,0,0.15,n,3,sim,
23,62000,hipoteca,1,uso_pessoal,B,6500,10.95,0,0.1,n,3,sim,
33,69000,alugada,3,reforma,B,15000,10.62,1,0.22,n,7,sim,
23,38400,hipoteca,0,uso_pessoal,B,5000,9.25,0,0.13,n,3,sim,
33,160000,hipoteca,3,quitacao_debitos,B,22000,10.75,0,0.14,n,9,sim,
21,111016,alugada,5,uso_pessoal,C,12000,13.11,0,0.11,n,2,sim,
29,50000,alugada,9,empreendimento,B,8000,11.71,0,0.16,n,9,sim,
21,12000,alugada,5,educacao,A,3000,8.9,1,0.25,n,4,sim,
31,29000,alugada,14,reforma,C,15075,NULL,1,0.52,n,7,não,
23,40000,alugada,3,quitacao_debitos,A,2400,8.9,0,0.06,n,3,sim,
26,30000,alugada,3,saude,D,3600,15.99,1,0.12,n,4,sim,
24,60000,hipoteca,3,empreendimento,B,4000,12.18,0,0.07,n,2,sim,
38,40000,hipoteca,5,saude,A,10000,5.99,0,0.25,n,17,sim,
23,120000,hipoteca,7,quitacao_debitos,B,16000,10.37,0,0.13,n,3,sim,
30,40000,hipoteca,5,reforma,A,9600,8.49,0,0.24,n,10,sim,
28,120000,propria,NULL,empreendimento,,6000,8.9,0,0.15,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
31,90000,hipoteca,11,saude,A,12000,6.92,0,0.13,n,6,sim,
24,24000,alugada,3,uso_pessoal,B,12000,10.36,1,0.5,n,4,sim,
28,43000,alugada,5,saude,B,6000,10.39,0,0.14,n,5,sim,
23,52000,alugada,0,empreendimento,B,4750,NULL,0,0.18,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
22,28800,propria,2,quitacao_debitos,D,10000,16.49,0,0.35,n,4,sim,
25,106226,,9,educacao,B,14000,NULL,0,0.06,n,6,não,"Cálculo do comprometimento da renda diferente do apontado; "
21,42000,hipoteca,3,educacao,B,13750,11.36,0,0.33,n,4,sim,
27,51298,alugada,11,quitacao_debitos,B,1000,10.37,0,0.02,n,7,sim,
39,91992,hipoteca,0,reforma,A,3350,5.42,0,0.04,n,11,sim,
30,130000,hipoteca,14,empreendimento,B,7000,9.91,0,0.05,n,9,sim,
22,41000,propria,6,saude,D,2500,14.96,0,0.06,s,4,sim,
23,36000,hipoteca,7,reforma,A,10750,NULL,1,0.3,n,3,não,
24,52800,alugada,8,quitacao_debitos,A,9000,7.49,0,0.17,n,4,sim,
27,43000,alugada,2,saude,C,8000,12.68,0,0.19,n,6,sim,
28,74600,propria,12,uso_pessoal,C,9500,10.78,0,0.13,n,9,sim,
27,69592,hipoteca,4,saude,B,6500,10.74,0,0.09,n,10,sim,
23,60000,propria,5,educacao,C,16000,14.27,0,0.27,s,4,sim,
22,54000,alugada,4,uso_pessoal,C,8075,13.06,0,0.15,n,3,sim,
27,49304,hipoteca,2,saude,C,10000,11.78,0,0.2,n,9,sim,
25,31200,hipoteca,9,quitacao_debitos,A,6000,5.79,0,0.19,n,4,sim,
28,66920,alugada,12,quitacao_debitos,C,5000,14.26,0,0.07,s,8,sim,
38,55000,alugada,2,uso_pessoal,B,14000,11.48,0,0.25,n,14,sim,
25,46000,alugada,4,educacao,B,15625,9.91,1,0.34,n,4,sim,
28,48000,alugada,7,uso_pessoal,C,4000,14.35,0,0.08,n,10,sim,
31,75000,hipoteca,8,educacao,D,16500,16.77,0,0.22,s,8,sim,
31,24000,alugada,0,reforma,B,1500,11.86,1,0.06,n,10,sim,
35,65000,hipoteca,19,educacao,B,20000,10.25,0,0.31,n,5,sim,
NULL,50950,,5,reforma,B,3000,10.25,0,0.03,n,3,não,"Cálculo do comprometimento da renda diferente do apontado; "
27,96000,,NULL,reforma,A,7000,8.9,0,0.07,n,10,não,
24,72000,hipoteca,7,uso_pessoal,A,3000,NULL,0,0.04,n,2,não,
26,102000,hipoteca,6,quitacao_debitos,C,6000,13.61,0,0.06,n,2,sim,
26,39200,hipoteca,2,saude,D,4000,15.05,1,0.1,n,3,sim,
33,75000,hipoteca,6,saude,A,6000,7.51,0,0.08,n,8,sim,
23,51600,hipoteca,1,quitacao_debitos,B,5000,10.59,0,0.1,n,3,sim,
22,60000,hipoteca,6,saude,A,6125,6.17,0,0.1,n,2,sim,
26,45000,alugada,1,empreendimento,A,7000,7.51,0,0.16,n,3,sim,
38,55000,hipoteca,4,quitacao_debitos,D,25000,NULL,1,0.45,s,14,não,
29,64992,hipoteca,4,educacao,B,2500,9.62,0,0.04,n,6,sim,
23,54000,hipoteca,0,educacao,B,10000,11.49,0,0.19,n,4,sim,
30,85000,propria,12,empreendimento,A,7800,6.03,0,0.09,n,10,sim,
29,40800,hipoteca,0,reforma,A,2000,7.74,0,0.05,n,8,sim,
40,51000,alugada,1,saude,B,4000,11.12,0,0.08,n,14,sim,
34,32758,alugada,0,quitacao_debitos,D,8400,14.96,1,0.26,n,5,sim,
29,62000,hipoteca,4,uso_pessoal,D,3000,14.84,0,0.05,n,7,sim,
25,69996,alugada,9,educacao,D,25000,15.21,1,0.36,n,4,sim,
30,52576,alugada,3,reforma,A,8400,7.49,1,0.16,n,6,sim,
27,18000,propria,4,educacao,A,5000,7.9,1,0.28,n,9,sim,
24,120000,propria,8,educacao,A,5275,5.42,0,0.04,n,4,sim,
25,102996,hipoteca,4,quitacao_debitos,D,20000,14.54,1,0.19,s,3,sim,
31,70000,hipoteca,9,saude,A,18000,8.9,0,0.26,n,10,sim,
25,92000,alugada,6,reforma,B,25000,12.69,0,0.27,n,3,sim,
26,52500,alugada,0,quitacao_debitos,B,5700,11.12,0,0.11,n,2,sim,
26,110000,hipoteca,1,educacao,B,5000,12.69,0,0.05,n,3,sim,
25,42000,hipoteca,5,quitacao_debitos,A,7000,8.59,0,0.17,n,3,sim,
35,37000,alugada,2,uso_pessoal,B,6000,9.99,1,0.16,n,7,sim,
28,51200,alugada,0,educacao,B,5000,11.14,0,0.1,n,10,sim,
30,70000,hipoteca,14,educacao,B,8000,9.91,0,0.11,n,5,sim,
23,75000,propria,7,empreendimento,A,20400,7.74,0,0.27,n,4,sim,
25,62500,alugada,2,quitacao_debitos,D,12000,16.77,1,0.19,n,4,sim,
28,141000,hipoteca,4,reforma,A,9000,7.14,0,0.06,n,8,sim,
26,55000,hipoteca,10,saude,A,3000,6.76,0,0.05,n,2,sim,
22,42996,hipoteca,7,reforma,C,12000,13.79,1,0.28,n,4,sim,
31,54050,alugada,8,uso_pessoal,B,12000,10.99,0,0.22,n,9,sim,
25,38400,propria,4,empreendimento,C,12500,13.06,0,0.33,s,2,sim,
24,56000,alugada,7,empreendimento,A,7000,8.59,0,0.13,n,3,sim,
22,27259,alugada,1,educacao,B,2400,10.59,0,0.09,n,2,sim,
26,71000,alugada,5,saude,B,13500,12.69,0,0.19,n,3,sim,
25,40800,hipoteca,NULL,reforma,A,8000,5.79,0,0.2,n,2,não,
24,180000,alugada,8,educacao,E,18000,18.64,0,0.1,s,4,sim,
23,24000,propria,NULL,empreendimento,B,5000,10.38,0,0.21,n,4,não,
29,72000,hipoteca,13,empreendimento,A,22100,7.29,0,0.31,n,5,sim,
21,23040,propria,0,educacao,A,15000,8.94,0,0.65,n,2,sim,
30,120000,hipoteca,12,quitacao_debitos,B,7200,9.99,0,0.06,n,9,sim,
25,68496,alugada,1,empreendimento,A,6000,8,0,0.09,n,3,sim,
23,45000,propria,3,saude,A,7000,9.63,0,0.16,n,3,sim,
28,73000,alugada,0,uso_pessoal,B,32000,11.99,1,0.44,n,9,sim,
30,48000,alugada,4,saude,A,7500,7.49,0,0.16,n,6,sim,
25,39996,alugada,1,quitacao_debitos,B,5000,11.89,0,0.13,n,4,sim,
